,name,m_or_f,namelen
11367,neha thakur,f,11
11368,kanchan devi,f,12
11369,ranki,f,5
11370,vijay lakshmi,f,13
11371,asho,f,4
11372,hema sharama,f,12
11373,nensi obroy,f,11
11374,bharti singh sona,f,17
11375,smt uganti devi,f,15
11376,kashish gupta hema gupta,f,24
11377,gagan mamta,f,11
11378,bhagwati bhoti,f,14
11379,rehmati,f,7
11380,zenab khan,f,10
11381,mamta devi,f,10
11382,tulsa,f,5
11385,manju jha,f,9
11388,manju with her child ritika,f,27
11389,shivani devi,f,12
11390,nasreen,f,7
11391,roopam,f,6
11392,anita wo shimbhu,f,16
11393,smt. chanda devi,f,16
11395,priya devi,f,10
11398,anita gop,f,9
11399,santosh rani,f,12
11400,ravita shyamwati,f,16
11401,smt sangeeta,f,12
11402,shaheen,f,7
11403,puja kanvar,f,11
11404,kanchan bai,f,11
11405,dholi bai,f,9
11406,payal jain,f,10
11408,kehkasha,f,8
11411,kiran bala,f,10
11412,deepti meenu,f,12
11413,goldan kumari,f,13
11414,chandini,f,8
11415,geeta nazma,f,11
11416,komal nidhi,f,11
11417,babita binny,f,12
11418,aruna devi,f,10
11419,anju tomar,f,10
11421,ku. prabha sharma,f,17
11423,saksi chandna,f,13
11425,satbir kaur,f,11
11427,juli devi,f,9
11428,nshima,f,6
11429,meesh khatoon,f,13
11430,anita vyas,f,10
11431,mamta patidar,f,13
11432,kosalya,f,7
11433,teena sobha,f,11
11434,smt prakshi devi,f,16
11435,hema pandey,f,11
11436,smt payal,f,9
11437,lakhe sari gaur,f,15
11438,arshi,f,5
11440,varsha kumari,f,13
11441,kumari monika mahavar,f,21
11442,smt meena devi,f,14
11444,shailja jakhmola,f,16
11445,indrvati,f,8
11447,reena dass,f,10
11448,smt lali devi,f,13
11449,jhoti,f,5
11450,smt lalidavi,f,12
11451,kamala devi,f,11
11452,guddi bai,f,9
11453,swagtika,f,8
11455,gulran,f,6
11457,udita,f,5
11458,brinda,f,6
11459,anjali sharma,f,13
11460,amrita kaur,f,11
11461,anuu,f,4
11463,,f,3
11464,narender khoti,f,14
11465,deepak,f,6
11466,guddibai,f,8
11467,ku.swati pondayl,f,16
11468,rishma ali,f,10
11469,roopa kumar,f,11
11471,shaili,f,6
11472,,f,3
11474,krishna kumari,f,14
11475,rukiya khan,f,11
11476,parwati rawat,f,13
11477,hari ram,f,8
11478,aruni,f,5
11479,najiya,f,6
11481,priya chturvedi,f,15
11482,anjli arti,f,10
11483,piroj,f,5
11484,sheela kumar,f,12
11485,bhanu,f,5
11486,anjna,f,5
11488,manisha patidar,f,15
11489,fornta,f,6
11490,indara,f,6
11491,shabnur,f,7
11492,nikhat khatoon,f,14
11493,raisha bano,f,11
11494,suhani her son sandeep,f,22
11495,saksi sharma,f,12
11496,vicakha sahani,f,14
11497,jyoti pooja,f,11
11498,khushi panday,f,13
11500,pushpawati,f,10
11501,mala dev i,f,10
11503,saksi,f,5
11504,radhika jain,f,12
11505,mamta bhandari,f,14
11506,parvinder,f,9
11507,kosylaya,f,8
11508,preeti with a madhuri,f,21
11509,shamina,f,7
11510,soniya chanchal,f,15
11511,usha ankar,f,10
11513,annu anita,f,10
11515,aman gill,f,9
11516,lakhi,f,5
11517,jasvinder kaur gogi,f,19
11518,aneeta,f,6
11519,aanik with her son,f,18
11520,kali bai,f,8
11522,nargish wo,f,10
11523,danwati,f,7
11524,sanju shekhawat,f,15
11525,aarti bunkar,f,12
11526,sayari,f,6
11527,deepali singh,f,13
11528,tejender kaur,f,13
11529,seema verma,f,11
11530,sushree sagar,f,13
11533,japneet kaur,f,12
11534,reshama,f,7
11535,anjali sangwar,f,14
11536,maya lakhera,f,12
11537,kum. maya,f,9
11538,surti kumari,f,12
11539,farha khan,f,10
11540,manjula riya,f,12
11541,sehran nisha,f,12
11542,krishan,f,7
11544,najmin banu pathan,f,18
11545,smt. jhamaku,f,12
11546,smt sohani devi,f,15
11547,sazia praveen,f,13
11548,vinita pooja,f,12
11549,upasna,f,6
11550,smt vimla,f,9
11551,jayotli,f,7
11553,ramesh yadav,f,12
11555,sajni,f,5
11556,bharti pasi,f,11
11557,nupur,f,5
11558,smt. parul,f,10
11559,prachi,f,6
11560,veenu,f,5
11561,shalini with child ayush age yrs,f,32
11562,smt rajdulari,f,13
11563,rinka,f,5
11564,smt. shakuntla devi,f,19
11565,preeti wadhva,f,13
11566,manisha khandelwal,f,18
11567,sen kanwar gochar,f,17
11568,smt. noorjahan,f,14
11569,km puja,f,7
11570,kamini,f,6
11572,km. sarita,f,10
11573,chandra kanwar,f,14
11574,samiksha rathor,f,15
11576,jasbir kaur,f,11
11578,ajra with child kadir,f,21
11580,simabharti,f,10
11581,keli devi,f,9
11582,durgesh bai,f,11
11583,ajnabi begum,f,12
11585,moral bai,f,9
11586,smt. devki devi,f,15
11588,muskan kaur,f,11
11589,khushnuma,f,9
11591,sandeep,f,7
11592,lata jain,f,9
11593,chunni,f,6
11594,sonia kapoor,f,12
11595,neha bhatia,f,11
11596,jharna sardar,f,13
11598,bharkha,f,7
11599,roshan khatoon,f,14
11601,smt. savita devi,f,16
11602,puspa rekha,f,11
11603,hira devi,f,9
11604,mam kaur,f,8
11605,kajal kanwar,f,12
11607,gona bai,f,8
11609,sumedha mehditha,f,16
11610,vibha bassi,f,11
11612,sadiya,f,6
11613,mehnaz azmi,f,11
11614,bimla devi,f,10
11615,sila,f,4
11618,manda bai,f,9
11620,prinkya ragav,f,13
11621,ekta balai,f,10
11624,chandni shabnam,f,15
11625,sakiran begam,f,13
11626,smt.pooja,f,9
11627,pooja gurjar,f,12
11628,sneha kumari,f,12
11629,mamta sharma,f,12
11630,shekiba sheikh mohammad,f,23
11631,mitali,f,6
11632,ruchika,f,7
11634,rampati gujar,f,13
11636,hasina,f,6
11637,sakshi vaid,f,11
11638,dariya,f,6
11640,seetal,f,6
11641,raju,f,4
11642,smt preeti,f,10
11644,chhaterwati,f,11
11645,tahseen ssifi,f,13
11646,sita pooja,f,10
11647,trannum,f,7
11648,divya mishra,f,12
11649,annu kumari,f,11
11650,rabina khatoon,f,14
11651,anushka,f,7
11652,kavita manchanda,f,16
11653,beti bai,f,8
11654,pawan,f,5
11655,sunita devi with daughter sanghna,f,33
11656,jayada khatoon,f,14
11657,tabbasum,f,8
11658,jioty bajaj,f,11
11659,sandna khusi,f,12
11660,khushi kumari,f,13
11661,karshana kumari,f,15
11662,smt. ganga devi,f,15
11663,sadhana,f,7
11664,maina do ratna lal gurjar,f,25
11665,deepika age ,f,12
11666,pratima and her son aakash,f,26
11669,aktri aapa,f,10
11670,savrin,f,6
11671,marzina khatoon,f,15
11672,samima,f,6
11674,priyanka priya,f,14
11675,alima pinki,f,11
11678,manwi,f,5
11679,sushila devi,f,12
11680,uma devi,f,8
11681,urmila rawat,f,12
11683,yamini,f,6
11685,kiran yadav,f,11
11686,ruchi kashyap,f,13
11688,ku. shabnam,f,11
11689,punam shakya,f,12
11690,ishrat khatoon,f,14
11692,minkashi,f,8
11693,shanjhan,f,8
11694,neha monti,f,10
11695,reema rajpoot,f,13
11699,kali devi meena,f,15
11700,uma reena,f,9
11701,jeenat jha,f,10
11702,parbha devi,f,11
11704,basanti,f,7
11705,kohinoor,f,8
11706,chanchal sharma,f,15
11709,kmo naina,f,9
11710,md noori,f,8
11711,mamta geeta,f,11
11712,preety hans,f,11
11716,laxmi deve,f,10
11718,shabanam,f,8
11719,varsha tiwari,f,13
11720,smt ritu devi,f,13
11721,nayamati,f,8
11722,smt. reena devi,f,15
11724,smt lali devi,f,13
11725,rekha rani,f,10
11727,reena gupta,f,11
11728,km. pooja,f,9
11729,manisha chowhan,f,15
11730,rashmi rator,f,12
11731,smt basanti,f,11
11732,kanika madan,f,12
11734,smts. rekha,f,11
11735,parmila,f,7
11736,kumari bharti,f,13
11737,poojadevi,f,9
11738,seema vadhawa,f,13
11739,gulesta,f,7
11740,km priya,f,8
11741,smt versha,f,10
11742,kajal sonia,f,11
11743,mahi,f,4
11744,rajbala,f,7
11745,disi nang manju,f,15
11747,pooja wo dharambir,f,18
11748,nirmala kumari,f,14
11749,parmeshwari,f,11
11750,smt. ramvati,f,12
11751,smt pinky sangeeta,f,18
11752,kailash,f,7
11753,kamni devi,f,10
11755,parul devi,f,10
11756,farzana khatoon,f,15
11757,meenu singh,f,11
11758,kanchan chaudhary,f,17
11760,sima devi,f,9
11761,sajiya,f,6
11762,safiya,f,6
11763,chhanya bai,f,11
11764,manoti dass,f,11
11765,suman with a child vishal,f,25
11766,sandhya pranak,f,14
11768,tara do shivmurti,f,17
11769,menka,f,5
11770,bishnu aale magar,f,17
11771,majidunisha,f,11
11772,wilkish,f,7
11773,smt nazama,f,10
11774,arti devi with two child dhanraj anushka,f,40
11776,smt. sheetal,f,12
11777,sudha devi,f,10
11778,chanderkanta,f,12
11779,sushmita bishwas,f,16
11780,aleesha,f,7
11781,parveena,f,8
11784,bhawana sharma,f,14
11785,lata devi,f,9
11786,jaimala chanchal,f,16
11788,babli sharma,f,12
11789,sunita pancholi,f,15
11790,manbai rekwar,f,13
11791,mukiman nazir,f,13
11792,kushma,f,6
11794,kumari reena,f,12
11796,musrat,f,6
11797,neetu gaytri,f,12
11798,kumarage dona dhanasiri chandra latha,f,37
11799,nilofar,f,7
11800,monny,f,5
11801,shifali roshan,f,14
11802,mitali sahu,f,11
11803,smt. santosh with her four children,f,35
11804,hema mehta,f,10
11805,smt bitona,f,10
11806,vidhya devi,f,11
11808,kelashi,f,7
11809,smt shiya,f,9
11811,annu kashyap,f,12
11812,mmta,f,4
11813,jenab parvin,f,12
11814,chetana,f,7
11816,shabana khatun,f,14
11817,khusbhoo,f,8
11818,darshna,f,7
11820,rakhi devi,f,10
11821,seeta bai,f,9
11822,nisha alongwith muskan age yrs.,f,31
11823,sayma,f,5
11824,nandini devi with child year shivam ,f,36
11825,maya dass,f,9
11826,smt. anusuiya,f,13
11827,shikha soni,f,11
11828,shahnaj,f,7
11829,namen khatun,f,12
11830,sunpreet kaur do,f,16
11832,sawatri devi,f,12
11833,manfool bai,f,11
11834,chandra kanta saini,f,19
11835,mousam,f,6
11839,seema neha,f,10
11840,priya kmari maurya,f,18
11841,shiya,f,5
11843,devi do kailash,f,15
11844,smt pooja,f,9
11845,miss kanchan,f,12
11846,siya kandwal,f,12
11847,nisha kandwal,f,13
11849,shravani shah,f,13
11850,pargati thakur,f,14
11851,renu parcha,f,11
11852,kanti prshad,f,12
11853,satyapal,f,8
11854,ku. sandiya,f,11
11855,km rippi,f,8
11856,seema sinha,f,11
11858,sunarkali,f,9
11859,saraswati thapa,f,15
11860,malika,f,6
11861,niraj,f,5
11862,mamta meena,f,11
11863,chandabai,f,9
11864,suman singh chauhan,f,19
11865,yasoda,f,6
11866,smt deu,f,7
11867,miss aanu megwal,f,16
11868,pooja gupta,f,11
11871,smt neeraj deve,f,15
11873,km anamkhan,f,11
11874,kumari tena pawar,f,17
11875,smt. rafikan,f,12
11876,samra,f,5
11877,dhanni devi,f,11
11878,diksha vashist,f,14
11879,vandana kumari,f,14
11880,veeru kumari,f,12
11883,santro devi,f,11
11884,kumari shakuntala urf chhotan,f,29
11885,pinki bai,f,9
11886,neha baby,f,9
11887,tara,f,4
11888,kooki,f,5
11890,gunjan guddu,f,12
11891,indira devi,f,11
11892,saweta singh,f,12
11894,manorma sharma,f,14
11896,rani shrivastav,f,15
11897,iram aara,f,9
11898,shikha haldar,f,13
11899,milka,f,5
11900,shika haldhar,f,13
11901,damini,f,6
11902,smt shikha haldhar,f,18
11903,ku. neha,f,8
11904,hasina bano,f,11
11905,satwander koor,f,14
11906,dolly khatik,f,12
11907,seema devki,f,11
11908,rajni bala manisha,f,18
11909,kalpeshwari devi,f,16
11910,smt. babita,f,11
11911,kmo reshma,f,10
11912,pabu devi,f,9
11913,karuna,f,6
11914,felicia sequeira,f,16
11915,soniya two daughter janvi and manvi ram bhawan,f,46
11917,neetu kajal,f,11
11918,aarti singh pooja,f,17
11919,shittal,f,7
11920,joginder kaur,f,13
11921,turveny,f,7
11925,vishavkarma devi,f,16
11926,anjalirinku,f,11
11927,baby devi,f,9
11928,smt. pushplata,f,14
11929,kumari sumaila,f,14
11930,devkali,f,7
11932,arti soni,f,9
11934,ambika gupta,f,12
11935,mrs. basanti devi,f,17
11936,bhateri bhawna,f,14
11937,arti kumari do sunil sadu,f,25
11939,kirti sonkar,f,12
11940,kumari pinky,f,12
11941,kumari firdosh,f,14
11942,prati,f,5
11943,oma,f,3
11946,soni chunnu,f,11
11947,yashdhra,f,8
11949,priya kaur sandhu,f,17
11950,kritika,f,7
11951,urvashi singh,f,13
11952,mega kumari,f,11
11954,veera devi,f,10
11955,kulsum,f,6
11956,pooja rajiya,f,12
11958,smt gori barman,f,15
11959,sanjay kumar,f,12
11960,garima sharma,f,13
11963,reena kumari sharma,f,19
11965,smt suman,f,9
11966,sundri bai,f,10
11968,jina,f,4
11969,sanjay,f,6
11970,sushree pooja,f,13
11971,mariyam khalique,f,16
11973,jitendra kumar,f,14
11974,shefalipuja,f,11
11975,khumlo maria goretti,f,20
11977,premature devi neetu,f,20
11979,sanjoh sorang,f,13
11980,kirti wo lalit,f,14
11981,smt firdosh,f,11
11982,kashum,f,6
11983,ratani,f,6
11984,smt nargish,f,11
11986,bantu devi,f,10
11987,suma,f,4
11988,smt laxmi devi,f,14
11989,smt. mema devi,f,14
11990,pinky meena,f,11
11991,mamuni das,f,10
11993,mahjabi,f,7
11994,sanoshi,f,7
11995,ishawar singh,f,13
11996,badru nisha,f,11
11997,soni kumari,f,11
11998,deepa saini,f,11
12000,gurmit sharma,f,13
12001,shiwani siyal,f,13
12002,urmila wo lt. ashok kumar,f,25
12003,aasha devi,f,10
12004,mansavi mahi,f,12
12005,shikha singh,f,12
12006,kanak lata,f,10
12007,smt neetu,f,9
12008,mahimunasvi,f,11
12009,km sarika kothari,f,17
12010,kumari jyothi,f,13
12011,rinky,f,5
12012,rubjaan bibi,f,12
12013,lilabai,f,7
12014,chandkor,f,8
12015,smt mena,f,8
12016,kupooja,f,7
12017,miss madhu meghwal,f,18
12018,suman or lali meena,f,19
12019,ku. kamini,f,10
12020,miss afreen,f,11
12023,anu,f,3
12025,mandira devi,f,12
12026,samaprveen,f,10
12027,rekha devi,f,10
12028,kumari indira chand,f,19
12029,tashkkur sultana,f,16
12030,nahani kanwar,f,13
12032,smt. meera,f,10
12033,arti devi,f,9
12034,smt sita devi,f,13
12036,shkundla devi,f,13
12037,smt. jayoti rawat,f,17
12038,hafsa draboo,f,12
12040,amrik kaur,f,10
12041,sunita kajal,f,12
12042,kushmita,f,8
12043,smt alkha,f,9
12044,kumari kuljeet kaur,f,19
12046,seema rathore,f,13
12047,deepika burt,f,12
12048,neha neelam,f,11
12049,smt. pujadevi,f,13
12050,mamta paliwal,f,13
12051,samrin,f,6
12052,rukmani bai,f,11
12053,km priyanka,f,11
12054,usha mathews,f,12
12055,arati kashyap,f,13
12056,kumari shakshi,f,14
12057,shetal rani,f,11
12058,kamna devi,f,10
12059,ntasha,f,6
12060,ku. shivani,f,11
12061,rena,f,4
12062,nikita sweety,f,13
12063,ashima khatoon,f,14
12064,asha devi wth a child,f,21
12065,gulsha seema,f,12
12066,renu pal,f,8
12067,kumari rohini,f,13
12068,parmeswari,f,10
12069,asha kashyap,f,12
12070,rajni kanwar,f,12
12072,shimpi kumari,f,13
12073,shabila,f,7
12074,jashinal,f,8
12075,ku. pushpa,f,10
12076,mursida,f,7
12077,mamuna dholi,f,12
12080,neharika neha,f,13
12081,begam do,f,8
12082,devyani,f,7
12083,rupen gore,f,10
12084,smt amarin bano,f,15
12086,rawi devi,f,9
12089,premi devi,f,10
12090,smt. kamla devi,f,15
12092,gendu kunar,f,11
12093,smt mahima bajaj,f,16
12094,smt rukshana,f,12
12095,smt. teena gameti,f,17
12096,neemi,f,5
12097,rahat,f,5
12098,deepa gudiya,f,12
12099,hena praveen,f,12
12100,sosan devi,f,10
12101,smt manju,f,9
12102,meena wo,f,8
12103,madhu kumari,f,12
12104,mahvish,f,7
12105,shahrish,f,8
12106,jiya,f,4
12107,rajo devi,f,9
12108,rajkarnta,f,9
12111,saifali,f,7
12112,geeta kumari,f,12
12113,geeta oram,f,10
12115,poonam kumar,f,12
12116,nirjla devi,f,11
12117,smt.sunita devi,f,15
12118,nahid,f,5
12119,kumari anita,f,12
12120,hema devi,f,9
12121,babli do suresh,f,15
12122,chandani,f,8
12124,riju devi,f,9
12125,shehnaz ravina,f,14
12126,badarjahan,f,10
12127,jyoti meghwal,f,13
12128,ku. neeru,f,9
12129,bhabhiya with mother namely rakhi,f,33
12130,isika,f,5
12132,sweta anand,f,11
12134,dibya prakash gupta,f,19
12135,aasu,f,4
12136,anita alongwith her child prince,f,32
12137,richa kumari,f,12
12138,smt. gattu devi,f,15
12139,smt. susheela,f,13
12140,smt lata,f,8
12142,harvindra singh,f,15
12143,srita devi,f,10
12144,smt. ugam kanwar,f,16
12146,taniya saini,f,12
12148,mani,f,4
12150,sudesh devi,f,11
12151,anita garg,f,10
12152,jenab,f,5
12153,salama,f,6
12154,navdeep kaur,f,12
12155,kajal poonam,f,12
12156,fatima khatton alongwith her child,f,34
12157,jasbir kaur wo,f,14
12158,harpreet kaur wo,f,16
12159,sahiba do,f,9
12160,smt kailashi,f,12
12162,nitika,f,6
12163,mansi khurana,f,13
12164,sania,f,5
12165,marium,f,6
12167,zeba parveen,f,12
12168,nanshi,f,6
12169,anju jain,f,9
12170,gulshana,f,8
12171,govind kunwar,f,13
12172,vijaynti,f,8
12173,sunena,f,6
12174,chanderwati,f,11
12175,laltia dass,f,11
12176,neelam with years baby sukhmani,f,31
12177,ku sonu,f,7
12179,pinkey,f,6
12182,ku. suman,f,9
12184,veshali,f,7
12186,smt madhu,f,9
12187,geeta rani,f,10
12189,krishna with two child,f,22
12190,rehana begam,f,12
12192,smt aachal,f,10
12193,nilam bhoi,f,10
12194,kumari mona,f,11
12195,sazia,f,5
12196,seekha,f,6
12197,lajjavati,f,9
12198,chitra,f,6
12199,monika chorasiya,f,16
12200,jamee,f,5
12201,smt sangita,f,11
12202,maya neha,f,9
12204,long shree devi,f,15
12206,ku. shashi,f,10
12207,smt lakshmi devi wo manoj singh rawat age ye,f,44
12208,gulfara,f,7
12209,smt phoola devi,f,15
12210,anuradha anu,f,12
12211,neha huq,f,8
12212,smt sima,f,8
12214,sneh lata,f,9
12215,alka sharma,f,11
12216,bunty,f,5
12217,abha kumari,f,11
12218,bilkis,f,6
12219,meenu minakshi,f,14
12221,vidya,f,5
12222,rajeswaryrajochanchal,f,21
12224,ruchi kumari,f,12
12227,sifa,f,4
12228,sanita,f,6
12231,neha suman,f,10
12232,kosaleya dosagar singh,f,22
12233,azmira,f,6
12234,smt nilam,f,9
12235,reshma khatoon,f,14
12236,navita,f,6
12237,tasnim firoz,f,12
12238,neetu devi,f,10
12239,kumari sabnam monu,f,18
12240,bhuli merutha,f,13
12241,nikki kumari,f,12
12242,fasrun nisha,f,12
12243,nuraish,f,7
12244,ashiya,f,6
12246,nirutma,f,7
12247,priyanka soni,f,13
12248,babita bajali,f,13
12251,komal yadav,f,11
12252,smt parwati,f,11
12253,sulochna,f,8
12254,kumari khana gulsan,f,19
12257,priyanka sharma,f,15
12258,parkash,f,7
12259,smt hasina nasima,f,17
12260,kokila,f,6
12261,kumari sajida,f,13
12262,srita,f,5
12263,uma bharti,f,10
12265,sakuntala,f,9
12266,kala bai do ramswroop nayak bhopa,f,33
12268,shilu,f,5
12269,amirul nisha,f,12
12274,neelam yadav,f,12
12275,ravinder kaur rajni,f,19
12276,vashanavi mona,f,14
12277,kavit goyar,f,11
12278,amida poonam,f,12
12281,samman,f,6
12283,kumari monki,f,12
12284,asmita,f,6
12285,srimati radhika,f,15
12286,geeta kamla,f,11
12287,vidya devi,f,10
12288,sonu devi,f,9
12289,fakiha,f,6
12290,saheen,f,6
12291,sahista ruksar,f,14
12292,renu bala,f,9
12293,klu kumari rokaya,f,17
12294,ganga ram,f,9
12295,aafreen fatima,f,14
12296,shetal,f,6
12297,suchi sharma,f,12
12299,gita pokharial,f,14
12300,ku. reetu,f,9
12301,sanju yadav,f,11
12302,deepti shekhawat,f,16
12303,sushma kapoor,f,13
12304,pryanka god,f,11
12305,suraj kumari,f,12
12306,meena beena,f,11
12307,bsram devi,f,10
12308,durgabai,f,8
12309,smt rajani,f,10
12310,fuljhadi rubby,f,14
12311,smt raji devi,f,13
12312,smt parwati devi,f,16
12313,sunita kumawat,f,14
12314,bulbul,f,6
12315,sabanamoni,f,10
12316,sonu dhakad,f,11
12317,tabassum urf mona,f,17
12318,khushboo kumari,f,15
12319,ansu,f,4
12320,muni,f,4
12321,smt sujata,f,10
12322,puspa mintiz,f,12
12323,mansha,f,6
12324,smt premi devi balbant singhishwar singh yuva,f,45
12325,smt dhapoo devi,f,15
12326,shahida,f,7
12327,rebecca xavier,f,14
12329,rahi beby,f,9
12333,joshna bai,f,10
12334,aarifa bano,f,11
12335,santosh do gokul singh ro kudi taragar ps jawaj,f,47
12336,smt samrin,f,10
12337,raghuvinder kaur bhatia,f,23
12338,geeta do raj kumar,f,18
12339,amarmula,f,8
12340,kiran gupta,f,11
12341,priyanka wo mahesh purve,f,24
12342,suchita marki,f,13
12343,soniya pandit,f,13
12344,mamta pandey,f,12
12346,payana nagar,f,12
12347,sukhvir kaur,f,12
12348,kanchan rekha,f,13
12351,anandi,f,6
12352,smt. sukhdeep kaur wo nishan singh,f,34
12353,noorjhan,f,8
12355,tavvasum,f,8
12356,dolley,f,6
12357,phoola,f,6
12358,meenakshi raj sharma,f,20
12359,tajinder kaur,f,13
12360,hemlata makku,f,13
12361,smt.sabita daive,f,16
12362,laxmi babu,f,10
12364,busra muskan,f,12
12366,ku. rekha,f,9
12368,smt. rashida khatoon,f,20
12370,guddiya gita,f,12
12371,rashmi chawla,f,13
12373,kanchan chotu,f,13
12375,shaguftamunny,f,13
12376,rajni dhawan,f,12
12377,miss elvis sianhoimuan,f,22
12378,kumari shri devi,f,16
12379,sakina,f,6
12380,ugma parveen,f,12
12381,girija,f,6
12382,sonali pandey,f,13
12384,anjani devi,f,11
12386,salomi hemroda,f,14
12387,vironika,f,8
12389,diti sharma,f,11
12390,asmin,f,5
12391,reena laxmi,f,11
12392,babita kumari,f,13
12393,suman chobe,f,11
12394,santi with sons suraj and nitin,f,31
12395,sanju kanwar wo,f,15
12396,ishu,f,4
12397,sundari,f,7
12399,seeba,f,5
12400,kanya bai with her yr. childgirl,f,32
12401,sushree veena,f,13
12402,smt. prami devi,f,15
12404,smt. balti,f,10
12405,nutan,f,5
12406,kamna,f,5
12407,anita do ramewsh kumar,f,22
12408,isnesh,f,6
12409,zeenat,f,6
12413,sarla devi,f,10
12414,tiwankle,f,8
12415,smt pari bai,f,12
12416,smt pushpa,f,10
12418,sujanti,f,7
12419,mariya,f,6
12420,b. vinothini,f,12
12421,rashmi kajal,f,12
12422,nargesh,f,7
12423,huma parveen,f,12
12424,versha chandera,f,15
12426,smt premkanta,f,13
12427,lalita gameti,f,13
12428,midhana sahani,f,14
12429,fiza khan,f,9
12430,tanjima,f,7
12431,richa tyagi,f,11
12433,sararwati,f,9
12434,varda khan,f,10
12436,manvi,f,5
12437,sangeeta pandey,f,15
12439,lavi,f,4
12440,sarwitavm,f,9
12441,reeta devi,f,10
12443,hema koli,f,9
12447,aarti pal,f,9
12448,jasleen kaur,f,12
12449,ranju kumari,f,12
12450,vaishanvi,f,9
12451,kanchan sharma,f,14
12453,dhamini,f,7
12454,musarrat,f,8
12455,kum nidhi,f,9
12456,raniya,f,6
12457,swati yadav,f,11
12458,mamta garg,f,10
12459,sudesh kumari,f,13
12460,mamoita rai,f,11
12461,yogesh,f,6
12463,jaivanti,f,8
12464,smt husna,f,9
12465,kulvinder kaur,f,14
12466,meethu sarkar,f,13
12468,veena wo sanjay,f,15
12470,khanchan,f,8
12472,ruchi devi,f,10
12473,ranu yadev,f,10
12474,uma barkha,f,10
12476,ratni,f,5
12477,devli,f,5
12478,madhu shukla shabana ben ajmeri,f,31
12479,shaloo chinto,f,13
12480,pooja chunnu,f,12
12482,nini,f,4
12483,manisha jyoti,f,13
12485,rachnu,f,6
12486,rashimi dayal,f,13
12487,kanchi,f,6
12489,pushpa kumari,f,13
12490,madina,f,6
12491,divya kor,f,9
12492,yoshoda pinki,f,13
12493,saroj god,f,9
12494,smt saraswati devi,f,18
12496,anwari,f,6
12497,sayara begum,f,12
12498,tulsi sulekha,f,13
12499,meenu rani,f,10
12500,kumari vandna,f,13
12501,devya soni poonam,f,17
12502,smt. chanchal,f,13
12503,jasina khatoon,f,14
12504,arti kumari sahu,f,16
12505,mithlesh kumari,f,15
12506,ankita bagh,f,11
12507,nusrat,f,6
12509,nanda meena,f,11
12511,smt ranjna verma,f,16
12512,pooja soren,f,11
12515,lokesh,f,6
12516,anita gupta,f,11
12518,smt. seema kunwar,f,17
12519,miss rachana,f,12
12520,devideen,f,8
12521,sudma aggarwal,f,14
12522,antima,f,6
12524,jahirul nisha,f,13
12526,divya rani,f,10
12527,kumari shilpa,f,13
12529,kavita pal,f,10
12530,shneha,f,6
12531,nida,f,4
12532,devi jana,f,9
12533,aafrin dolly,f,12
12534,minaksi,f,7
12535,smt rubina,f,10
12536,jhingi do hago barjo ro vill. murchi postp.s.,f,45
12537,krishana yadav,f,14
12538,smt radha,f,9
12540,madhubala,f,9
12541,laxmi alongwith her son shankar aged yrs,f,40
12542,sozi sarju,f,10
12543,sapna rawat,f,11
12544,smt anupriya gudiya,f,19
12545,chaman devi wo lt. samay singh,f,30
12546,sital,f,5
12547,phol kumari devi,f,16
12548,ektamamta,f,9
12549,roobi mathur,f,12
12550,janwi chaudhary,f,15
12552,fija khan,f,9
12553,gudia seema,f,11
12554,ritu arora,f,10
12558,resmi jat,f,9
12559,basanti joshi,f,13
12560,mamta varsha,f,12
12561,twenkle,f,7
12562,smt. surender chopra,f,20
12563,swetha neha,f,11
12565,sabanam,f,7
12566,shaira,f,6
12567,rachana yadav,f,13
12571,anjali tiwari,f,13
12572,pritika kumawat,f,15
12573,mohan devi,f,10
12574,smt rinki,f,9
12575,smt. gurmala devei,f,18
12576,rada bai,f,8
12578,jibanti har,f,11
12579,komal kohli,f,11
12580,rashmi jha,f,10
12581,shalini rakhi,f,13
12582,smts. gaytri devi,f,17
12584,smt geeta agarwal,f,17
12587,noni,f,4
12588,smt. meera devi,f,15
12589,darshan,f,7
12590,nasira bano,f,11
12591,aalina,f,6
12592,mamta do,f,8
12593,jatinder kaur,f,13
12594,laxmi koli,f,10
12595,lalmuni koda,f,12
12597,smt gulshan bano,f,16
12598,smt rekha prajapat,f,18
12599,koshlya,f,7
12600,aarti kumari,f,12
12601,priyanka pinky,f,14
12602,depali,f,6
12603,sanita anita,f,12
12604,km asha,f,7
12606,meetu,f,5
12608,shobha kumari,f,13
12609,meenu yadav,f,11
12610,ritu mundari,f,12
12611,smtsunita devi,f,14
12612,rukmani tiwari,f,14
12613,annu thakur,f,11
12614,monika sharma do anil kumar,f,27
12615,noreen khan,f,11
12617,jasveer kour,f,12
12618,madhuri kumari,f,14
12620,aaradhana,f,9
12622,manful bai,f,10
12623,smt. dipika,f,11
12624,smt. rita,f,9
12625,ku. bharati,f,11
12626,kajal soni,f,10
12628,sheetal and child jeet,f,22
12629,yasmeen,f,7
12630,chameli devi,f,12
12632,smt. sahjadi,f,12
12633,waheeda,f,7
12634,afsana khatun,f,13
12635,sarmeela,f,8
12636,smt simran,f,10
12637,smt soni,f,8
12638,shalu singh,f,11
12639,pooja jonwal,f,12
12640,umma kumari,f,11
12641,vadhi,f,5
12643,kumari kamlesh,f,14
